estimate,|[72.46848016997865, 72.1658282608089, 71.6724764503257, 72.73315331690347, 72.65567756220216, 72.1974246761543, 73.005515066066, 72.17724022213633, 72.2478631977191, 71.87481203645886]|
samples,|[25, 50, 75, 100, 125, 150, 175, 200, 225, 250]|
