estimate,|[80.52158290545107, 76.77489897966248, 80.20585207468655, 79.44282829686415, 78.9744453107396, 79.3502587290091, 80.03062868808317, 78.80031666443699, 79.26692190300369, 81.08361259378663]|
samples,|[25, 50, 75, 100, 125, 150, 175, 200, 225, 250]|
